,rmse,mae,mape
"((2, 0, 10), (2, 0, 0, 7))",30146.599893255912,23524.780072679478,4.024830620002052
"((4, 0, 8), (4, 0, 0, 7))",30146.726101130665,23525.920121574123,4.024967579428318
"((5, 2, 5), (1, 1, 0, 7))",30146.934407790657,23527.776780567132,4.0251906285902
"((6, 2, 9), (2, 0, 0, 7))",30146.978162516854,23528.162931776646,4.025237018747986
"((7, 0, 12), (0, 0, 0, 0))",30147.02455870229,23528.57097241343,4.025286038585442
"((7, 0, 12), (0, 0, 0, 7))",30147.02455870229,23528.57097241343,4.025286038585442
"((1, 0, 8), (2, 0, 0, 7))",30147.0620335675,23528.899494284695,4.025325505460254
"((2, 0, 9), (4, 0, 0, 7))",30147.066412215718,23528.937818228493,4.025330109495553
"((3, 0, 6), (1, 0, 0, 7))",30147.07789579944,23529.03826715789,4.025342176897052
"((7, 0, 8), (0, 0, 0, 7))",30147.106144517333,23529.28499103593,4.025371816994895
"((7, 0, 8), (0, 0, 0, 0))",30147.106144517333,23529.28499103593,4.025371816994895
"((2, 1, 0), (0, 0, 2, 7))",30147.132027230455,23529.51058741774,4.02539891894742
"((1, 0, 1), (1, 0, 0, 7))",30147.206848943908,23530.16027606684,4.025476969095139
"((7, 2, 4), (0, 1, 0, 7))",30147.347418337355,23531.371133272434,4.0256224350562455
"((0, 2, 4), (0, 0, 2, 7))",30147.359616028534,23531.475614785744,4.025634986910982
"((10, 0, 3), (0, 0, 0, 0))",30147.429095325402,23532.068988174517,4.0257062716420755
"((10, 0, 3), (0, 0, 0, 7))",30147.429095325402,23532.068988174517,4.0257062716420755
"((3, 0, 8), (5, 0, 0, 7))",30147.465111840243,23532.375408629374,4.025743083369967
"((5, 2, 2), (0, 0, 1, 7))",30147.516323484913,23532.809744541617,4.025795262182322
"((8, 0, 6), (0, 0, 1, 7))",30147.54604234267,23533.061069110183,4.025825454982717
"((5, 1, 3), (2, 0, 0, 7))",30147.58237716254,23533.367623868715,4.02586228284514
"((5, 0, 5), (1, 0, 0, 7))",30147.61383137882,23533.632366649883,4.025894087638415
"((6, 2, 10), (1, 0, 0, 7))",30147.686855570315,23534.24474586662,4.025967655628855
"((0, 1, 5), (0, 0, 1, 7))",30147.700272843165,23534.35692383997,4.02598113209547
"((2, 0, 8), (0, 0, 0, 7))",30147.74419276399,23534.72339636779,4.026025158160833
"((2, 0, 8), (0, 0, 0, 0))",30147.74419276399,23534.72339636779,4.026025158160833
"((2, 1, 4), (0, 0, 1, 7))",30147.7481867339,23534.756667291662,4.026029155153125
"((3, 0, 11), (4, 0, 0, 7))",30147.77884520168,23535.011756460895,4.026059800212675
"((3, 0, 3), (0, 1, 0, 7))",30147.886986354726,23535.90726521679,4.026167381883951
"((5, 2, 5), (0, 0, 1, 7))",30147.93517102491,23536.304166408496,4.02621506348757
"((4, 2, 6), (1, 0, 0, 7))",30147.942635173975,23536.365534033564,4.026222435868492
"((1, 0, 11), (3, 0, 0, 7))",30147.959752259525,23536.50614860512,4.0262393285571605
"((3, 0, 12), (4, 0, 0, 7))",30148.004217945912,23536.87067602946,4.0262831209481105
"((2, 0, 12), (2, 0, 0, 7))",30148.015651949,23536.96423667359,4.026294360827558
"((5, 2, 5), (3, 0, 1, 7))",30148.02351517836,23537.028537558817,4.0263020855947955
"((4, 0, 8), (3, 0, 0, 7))",30148.025152322316,23537.04192093551,4.026303693402673
"((5, 2, 6), (0, 0, 1, 7))",30148.155287353937,23538.101134320845,4.026430941679681
"((3, 0, 5), (0, 0, 1, 7))",30148.180976587857,23538.30916071962,4.026455932867655
"((2, 0, 11), (1, 0, 0, 7))",30148.21769828262,23538.60592258696,4.026491584264081
"((2, 2, 0), (3, 1, 1, 7))",30148.224417760463,23538.660148733925,4.026498098705708
"((4, 0, 7), (3, 0, 0, 7))",30148.263753883097,23538.977118840347,4.026536177812774
"((10, 0, 6), (0, 0, 1, 7))",30148.2822349119,23539.1257614643,4.026554034949069
"((5, 0, 0), (1, 0, 0, 7))",30148.37736193593,23539.888089042663,4.026645616940202
"((1, 1, 12), (0, 0, 0, 7))",30148.388052357936,23539.97347135355,4.026655874318079
"((1, 1, 12), (0, 0, 0, 0))",30148.388052357936,23539.97347135355,4.026655874318079
"((5, 0, 1), (0, 0, 1, 7))",30148.505212960707,23540.90544446977,4.026767836624163
"((2, 2, 0), (0, 1, 1, 7))",30148.537906856418,23541.164294087834,4.026798933444085
"((5, 1, 5), (0, 0, 2, 7))",30148.552397424148,23541.27885283404,4.026812695924123
"((6, 0, 10), (1, 0, 0, 7))",30148.56239107965,23541.35780007742,4.02682218022713
"((10, 1, 6), (0, 1, 0, 7))",30148.577471947014,23541.47684236646,4.026836481336217
"((8, 2, 0), (0, 0, 2, 7))",30148.744539482006,23542.788242890507,4.026994026038223
"((2, 0, 10), (4, 0, 0, 7))",30148.801506979773,23543.23236732213,4.027047380791368
"((2, 0, 12), (1, 0, 0, 7))",30148.870693531226,23543.769708257278,4.027111934080732
"((7, 2, 0), (0, 0, 0, 7))",30148.935159730645,23544.26839305253,4.0271718434265225
"((7, 2, 0), (0, 0, 0, 0))",30148.935159730645,23544.26839305253,4.0271718434265225
"((0, 1, 5), (0, 0, 2, 7))",30149.003655326323,23544.796163850184,4.0272352470103385
"((2, 2, 1), (0, 1, 0, 7))",30149.066835293615,23545.281095221133,4.027293504092693
"((2, 0, 7), (1, 1, 0, 7))",30149.130840067297,23545.77053719693,4.027352303055186
"((10, 0, 6), (0, 0, 0, 7))",30149.218349230585,23546.436788540388,4.027432342957138
"((10, 0, 6), (0, 0, 0, 0))",30149.218349230585,23546.436788540388,4.027432342957138
"((3, 0, 7), (2, 1, 0, 7))",30149.21973352965,23546.44730097321,4.027433605865049
"((3, 0, 7), (4, 1, 0, 7))",30149.236194877387,23546.57224532116,4.027448616016184
"((3, 1, 5), (0, 0, 2, 7))",30149.291802327283,23546.99344686383,4.027499216935055
"((6, 0, 9), (2, 0, 0, 7))",30149.516589006238,23548.68267842472,4.0277021522534415
"((5, 2, 5), (0, 1, 0, 7))",30149.528251949465,23548.769745463822,4.027712612025631
"((5, 0, 1), (0, 0, 2, 7))",30149.65146936338,23549.686183291044,4.027822708004509
"((1, 1, 0), (0, 0, 2, 7))",30149.68368018296,23549.92473452116,4.027851366283786
"((5, 1, 11), (5, 0, 0, 7))",30149.787344250817,23550.689637494917,4.027943257669256
"((10, 0, 4), (0, 0, 0, 0))",30149.78740394257,23550.69007670743,4.027943310433919
"((10, 0, 4), (0, 0, 0, 7))",30149.78740394257,23550.69007670743,4.027943310433919
"((10, 0, 6), (0, 0, 2, 7))",30149.821559806285,23550.94116484234,4.0279734748304294
"((0, 2, 10), (1, 0, 0, 7))",30149.876851917845,23551.34665759329,4.028022188578397
"((9, 0, 6), (0, 0, 2, 7))",30149.88211751761,23551.385211212135,4.028026820205639
"((0, 2, 5), (0, 0, 2, 7))",30149.89583149883,23551.485571358142,4.028038876941173
"((8, 2, 5), (0, 1, 0, 7))",30149.89755148759,23551.498153219836,4.0280403884592895
"((2, 1, 0), (0, 1, 0, 7))",30149.909208251273,23551.58339309426,4.028050628725607
"((4, 0, 11), (5, 0, 0, 7))",30149.93317401497,23551.75847659627,4.028071662328723
"((1, 0, 12), (3, 0, 0, 7))",30149.971811541312,23552.040277982007,4.028105516452256
"((4, 0, 11), (1, 0, 0, 7))",30150.00088219021,23552.251924975924,4.028130942599321
"((1, 1, 5), (0, 0, 2, 7))",30150.01574133558,23552.35998098036,4.0281439238744605
"((7, 1, 10), (0, 0, 0, 0))",30150.02143496471,23552.40136280694,4.0281488952675755
"((7, 1, 10), (0, 0, 0, 7))",30150.02143496471,23552.40136280694,4.0281488952675755
"((1, 0, 2), (0, 0, 2, 7))",30150.111256312575,23553.052562925368,4.0282271269951995
"((3, 1, 9), (0, 0, 0, 0))",30150.1454918361,23553.299967319526,4.028256848846638
"((3, 1, 9), (0, 0, 0, 7))",30150.1454918361,23553.299967319526,4.028256848846638
"((6, 0, 5), (1, 0, 0, 7))",30150.172420185103,23553.494257782702,4.028280189872177
"((5, 0, 10), (0, 0, 0, 0))",30150.217543747192,23553.8192230304,4.028319229473102
"((5, 0, 10), (0, 0, 0, 7))",30150.217543747192,23553.8192230304,4.028319229473102
"((4, 0, 12), (1, 0, 0, 7))",30150.340320954227,23554.699624885594,4.02842499628147
"((1, 1, 11), (0, 0, 0, 0))",30150.440998787843,23555.417467893436,4.0285112341322895
"((1, 1, 11), (0, 0, 0, 7))",30150.440998787843,23555.417467893436,4.0285112341322895
"((6, 2, 8), (2, 0, 0, 7))",30150.444708689316,23555.443850258667,4.028514403569691
"((3, 0, 5), (2, 0, 0, 7))",30150.44694566359,23555.459755761898,4.02851631437247
"((9, 1, 0), (0, 0, 0, 0))",30150.50870608145,23555.89818518219,4.028568984957166
"((9, 1, 0), (0, 0, 0, 7))",30150.50870608145,23555.89818518219,4.028568984957166
"((2, 2, 0), (1, 1, 0, 7))",30150.54913877803,23556.18447950744,4.028603378838615
"((1, 1, 11), (3, 0, 0, 7))",30150.5614742495,23556.271709350396,4.028613858169195
"((2, 1, 6), (0, 0, 2, 7))",30150.565892544782,23556.302940159727,4.028617610072949
"((5, 0, 4), (2, 0, 0, 7))",30150.59208127982,23556.48791521687,4.028639831995026
"((2, 1, 11), (3, 0, 0, 7))",30150.61030466142,23556.616488194046,4.028655278070426
"((4, 1, 8), (1, 0, 0, 7))",30150.639012838932,23556.818800630932,4.028679582813331
"((8, 2, 0), (0, 0, 0, 0))",30150.649319440145,23556.89136348868,4.028688300130115
"((8, 2, 0), (0, 0, 0, 7))",30150.649319440145,23556.89136348868,4.028688300130115
"((3, 2, 1), (0, 0, 2, 7))",30150.65131350283,23556.905398284216,4.028689986195998
"((2, 1, 6), (0, 0, 1, 7))",30150.71010889226,23557.318599677303,4.0287396260193375
"((4, 0, 5), (1, 0, 0, 7))",30150.755889655567,23557.6395139314,4.028778178955381
"((2, 0, 9), (5, 0, 0, 7))",30150.76112711443,23557.67618180554,4.0287825840392575
"((4, 1, 1), (0, 0, 2, 7))",30150.773072077005,23557.759774466176,4.02879262641805
"((2, 0, 12), (5, 0, 0, 7))",30150.9719914238,23559.144765660105,4.028959011912738
"((7, 2, 3), (0, 0, 0, 7))",30151.08882043166,23559.952070309027,4.029055997210524
"((7, 2, 3), (0, 0, 0, 0))",30151.08882043166,23559.952070309027,4.029055997210524
"((1, 1, 12), (1, 0, 0, 7))",30151.104580625542,23560.060633857804,4.029069039459347
"((2, 0, 9), (1, 0, 0, 7))",30151.139293008997,23560.29946477622,4.029097731338893
"((2, 0, 7), (2, 0, 0, 7))",30151.148136696138,23560.360249526115,4.029105033696282
"((3, 0, 9), (0, 1, 0, 7))",30151.176750838633,23560.55674853521,4.029128640044812
"((2, 0, 11), (4, 0, 0, 7))",30151.265336720153,23561.163421910496,4.029201522565728
"((2, 0, 2), (1, 0, 0, 7))",30151.341409482528,23561.682411191443,4.029263871184714
"((1, 0, 9), (0, 0, 0, 7))",30151.373530164245,23561.901000491453,4.029290131343606
"((1, 0, 9), (0, 0, 0, 0))",30151.373530164245,23561.901000491453,4.029290131343606
"((9, 1, 1), (0, 0, 2, 7))",30151.43008125424,23562.285061816157,4.029336270433717
"((3, 2, 5), (0, 0, 2, 7))",30151.44775023651,23562.40485523854,4.02935066177998
"((3, 1, 5), (0, 0, 1, 7))",30151.454298564255,23562.449227504814,4.029355992428658
"((2, 2, 9), (1, 0, 0, 7))",30151.472368621824,23562.571603675893,4.0293706940526475
"((2, 0, 10), (1, 0, 0, 7))",30151.54083734376,23563.034383918657,4.029426290015973
"((2, 2, 0), (2, 1, 2, 7))",30151.55031981926,23563.098362752648,4.0294339760936815
"((5, 0, 12), (2, 0, 0, 7))",30151.586511262893,23563.342296676492,4.029463281021229
"((0, 2, 8), (1, 1, 0, 7))",30151.63706348103,23563.682358227987,4.029504134212006
"((6, 1, 4), (0, 0, 1, 7))",30151.69058703616,23564.041567791424,4.029547287743358
"((4, 0, 9), (5, 0, 0, 7))",30151.691073989983,23564.044831909363,4.0295476798771706
"((9, 0, 4), (0, 0, 2, 7))",30151.778350562214,23564.62871630513,4.029617824650984
"((6, 0, 8), (5, 0, 0, 7))",30152.315343980805,23568.172579519163,4.030043565577393
"((6, 0, 10), (3, 0, 0, 7))",30152.585040408176,23569.922049302273,4.030253737596235
"((2, 1, 8), (0, 0, 0, 7))",30152.61378219445,23570.107335931723,4.030275996948954
"((2, 1, 8), (0, 0, 0, 0))",30152.61378219445,23570.107335931723,4.030275996948954
"((3, 0, 12), (5, 0, 0, 7))",30152.61789636898,23570.13384035728,4.030279181050036
"((4, 1, 6), (1, 1, 0, 7))",30152.64011235111,23570.27688298356,4.030296365432317
"((2, 0, 10), (0, 1, 0, 7))",30152.645903258075,23570.314147543642,4.030300842198878
"((2, 0, 12), (3, 0, 0, 7))",30152.647703847713,23570.325732550733,4.030302233960172
"((3, 1, 1), (0, 0, 2, 7))",30152.66476387545,23570.435454328468,4.030315415352478
"((4, 0, 6), (0, 0, 2, 7))",30152.778792336292,23571.166863018032,4.030403282912333
"((2, 2, 11), (0, 0, 0, 0))",30152.814101876455,23571.392658648198,4.0304304088015
"((2, 2, 11), (0, 0, 0, 7))",30152.814101876455,23571.392658648198,4.0304304088015
"((5, 2, 0), (0, 0, 2, 7))",30152.89721946857,23571.92290051546,4.0304941092465105
"((1, 1, 9), (1, 0, 0, 7))",30152.942137623293,23572.208712620475,4.03052844519658
"((5, 2, 5), (0, 0, 2, 7))",30152.952673104843,23572.275674682267,4.030536489663451
"((4, 0, 1), (0, 0, 2, 7))",30152.984869884673,23572.480137632305,4.030561052757597
"((2, 1, 5), (0, 0, 2, 7))",30152.985097867477,23572.481584477595,4.030561226573914
"((2, 0, 9), (0, 1, 0, 7))",30153.069459980023,23573.016067452434,4.030625436523091
"((1, 0, 10), (0, 1, 0, 7))",30153.07285511299,23573.03753999827,4.030628016120836
"((5, 0, 8), (2, 0, 0, 7))",30153.163844410123,23573.611926644342,4.030697019885385
"((3, 1, 2), (2, 0, 0, 7))",30153.18883851876,23573.76934508516,4.030715931301763
"((9, 1, 6), (0, 0, 2, 7))",30153.220911589808,23573.971121513936,4.0307401716514955
"((4, 0, 10), (3, 0, 0, 7))",30153.236473520752,23574.068932292146,4.0307519221195065
"((5, 2, 5), (4, 0, 2, 7))",30153.252217020916,23574.1678235113,4.03076380238596
"((3, 0, 10), (5, 0, 0, 7))",30153.288698290824,23574.39674266531,4.03079130351871
"((5, 0, 4), (5, 0, 0, 7))",30153.338263558104,23574.707241232445,4.030828605169377
"((1, 0, 12), (4, 0, 0, 7))",30153.476451767638,23575.56976253905,4.030932223903495
"((3, 0, 5), (1, 0, 0, 7))",30153.506994299,23575.759777631345,4.030955051308657
"((3, 2, 5), (5, 0, 1, 7))",30153.516476703142,23575.818725393674,4.030962132980107
"((10, 0, 4), (0, 0, 2, 7))",30153.518565743412,23575.831709114314,4.030963692775426
"((4, 0, 9), (0, 0, 0, 0))",30153.52997044597,23575.90257281693,4.030972205964727
"((4, 0, 9), (0, 0, 0, 7))",30153.52997044597,23575.90257281693,4.030972205964727
"((1, 0, 12), (2, 0, 0, 7))",30153.61492842352,23576.429490803315,4.031035507096322
"((6, 1, 12), (0, 0, 0, 0))",30153.619636489,23576.45864073596,4.031039009014591
"((6, 1, 12), (0, 0, 0, 7))",30153.619636489,23576.45864073596,4.031039009014591
"((1, 1, 8), (0, 0, 0, 7))",30153.623128589894,23576.48025866072,4.031041606077388
"((1, 1, 8), (0, 0, 0, 0))",30153.623128589894,23576.48025866072,4.031041606077388
"((4, 0, 12), (3, 0, 0, 7))",30153.626705541137,23576.502398872493,4.031044265884978
"((10, 0, 1), (0, 0, 0, 0))",30153.630499632836,23576.525879820398,4.031047086761493
"((10, 0, 1), (0, 0, 0, 7))",30153.630499632836,23576.525879820398,4.031047086761493
"((6, 2, 12), (3, 0, 0, 7))",30153.778687178165,23577.440347445103,4.031156946050693
"((6, 0, 2), (1, 0, 0, 7))",30153.9087636732,23578.23885627617,4.031252874665584
"((4, 0, 9), (4, 0, 0, 7))",30153.926908975856,23578.349937726543,4.031266219401748
"((5, 2, 5), (1, 0, 2, 7))",30154.090341364823,23579.347071827437,4.031386009802851
"((6, 2, 0), (0, 0, 2, 7))",30154.109574255075,23579.464020506643,4.031400059396761
"((10, 0, 10), (0, 0, 0, 0))",30154.1870300573,23579.934168800184,4.0314565405186205
"((10, 0, 10), (0, 0, 0, 7))",30154.1870300573,23579.934168800184,4.0314565405186205
"((0, 1, 6), (0, 0, 2, 7))",30154.20377329155,23580.035623467233,4.031468728744104
"((4, 0, 0), (1, 0, 0, 7))",30154.368399516137,23581.029885835473,4.031588174150482
"((2, 2, 1), (0, 0, 2, 7))",30154.445593926714,23581.49407053721,4.031643938838059
"((2, 0, 12), (4, 0, 0, 7))",30154.472746469015,23581.657038513044,4.031663516946135
"((5, 1, 12), (5, 0, 0, 7))",30154.6076851838,23582.464595015408,4.031760532500257
"((4, 0, 7), (4, 0, 0, 7))",30154.64115201456,23582.664282960803,4.031784521950676
"((0, 2, 12), (3, 0, 0, 7))",30154.670729568556,23582.840568060303,4.031805699907341
"((3, 1, 0), (0, 0, 1, 7))",30154.83587952314,23583.821515481555,4.031923545726624
"((1, 0, 6), (0, 0, 2, 7))",30154.941166047738,23584.44394395221,4.031998320981119
"((6, 0, 4), (5, 0, 0, 7))",30154.950003683687,23584.496086581687,4.032004585120007
"((1, 0, 1), (0, 0, 2, 7))",30154.960409323197,23584.55746010728,4.032011958209787
"((0, 1, 9), (0, 0, 0, 7))",30155.098200503737,23585.36809466059,4.032109343544621
"((0, 1, 9), (0, 0, 0, 0))",30155.098200503737,23585.36809466059,4.032109343544621
"((1, 1, 10), (1, 0, 0, 7))",30155.126419303182,23585.53363526764,4.032129230714963
"((2, 2, 2), (0, 1, 0, 7))",30155.14884845794,23585.665098120375,4.0321450239646826
"((1, 0, 9), (0, 1, 0, 7))",30155.18932376783,23585.90207965315,4.032173493668848
"((2, 2, 0), (4, 1, 2, 7))",30155.326598655214,23586.703398555997,4.032269759870856
"((4, 2, 6), (0, 1, 0, 7))",30155.35847584715,23586.888945102684,4.032292050448653
"((3, 0, 8), (0, 1, 0, 7))",30155.37742740437,23586.999161533506,4.032305291265956
"((4, 1, 2), (0, 0, 1, 7))",30155.401657387316,23587.13997351022,4.032322207669834
"((5, 0, 9), (2, 0, 0, 7))",30155.429581596793,23587.30211254303,4.032341686193092
"((1, 0, 6), (0, 0, 0, 7))",30155.611837602086,23588.35666109794,4.03246837406212
"((1, 0, 6), (0, 0, 0, 0))",30155.611837602086,23588.35666109794,4.03246837406212
"((2, 0, 8), (0, 1, 0, 7))",30155.616946137514,23588.386127671267,4.0324719140199194
"((8, 2, 9), (0, 1, 0, 7))",30155.70266339839,23588.879813624415,4.032531222831337
"((3, 0, 7), (3, 1, 0, 7))",30155.788574234073,23589.373220571837,4.032590498124486
"((6, 0, 4), (2, 0, 0, 7))",30155.788664227155,23589.37373669659,4.032590560128976
"((8, 0, 3), (0, 0, 1, 7))",30155.866932125802,23589.822042224198,4.032644417176811
"((10, 0, 0), (0, 0, 1, 7))",30155.884854155433,23589.92453595522,4.032656730229928
"((5, 0, 11), (0, 1, 0, 7))",30156.05132523727,23590.87372542871,4.032770760817843
"((4, 2, 5), (0, 0, 2, 7))",30156.05619876998,23590.90143677427,4.03277408991189
"((0, 1, 10), (3, 0, 0, 7))",30156.081441556875,23591.04490014757,4.032791324840488
"((1, 0, 8), (0, 1, 0, 7))",30156.086805080773,23591.075367919,4.032794985076917
"((9, 0, 1), (0, 0, 0, 7))",30156.170698690083,23591.551249699132,4.032852154989438
"((9, 0, 1), (0, 0, 0, 0))",30156.170698690083,23591.551249699132,4.032852154989438
"((9, 0, 3), (0, 0, 2, 7))",30156.20241003422,23591.730798815603,4.032873725067787
"((6, 0, 12), (3, 0, 0, 7))",30156.261512190365,23592.0649513333,4.032913868378592
"((1, 0, 5), (0, 0, 1, 7))",30156.324421489513,23592.419941455624,4.032956515008671
"((6, 2, 10), (1, 1, 0, 7))",30156.3413243174,23592.515201956987,4.032967959099951
"((6, 2, 10), (2, 0, 0, 7))",30156.420441548376,23592.960414881592,4.033021444618867
"((9, 2, 2), (0, 0, 2, 7))",30156.454983020827,23593.15444179729,4.0330447539832095
"((0, 1, 9), (3, 0, 0, 7))",30156.464751276286,23593.209274113466,4.033051341246789
"((0, 1, 10), (2, 0, 0, 7))",30156.544438049117,23593.655956428545,4.033105003290483
"((3, 0, 10), (3, 0, 0, 7))",30156.63660480311,23594.171214493264,4.033166903660945
"((4, 0, 9), (1, 0, 0, 7))",30156.697521910435,23594.510964558536,4.03320771943142
"((4, 0, 4), (3, 0, 2, 7))",30156.756775194437,23594.84082297942,4.033247346872212
"((5, 2, 2), (0, 0, 0, 0))",30156.757444013147,23594.844542808914,4.0332477937527935
"((5, 2, 2), (0, 0, 0, 7))",30156.757444013147,23594.844542808914,4.0332477937527935
"((5, 0, 10), (4, 0, 0, 7))",30156.77455202983,23594.939668028273,4.03325922159201
"((0, 2, 9), (0, 1, 0, 7))",30156.88443249246,23595.54944574561,4.033332477052113
"((2, 0, 7), (5, 0, 0, 7))",30156.957644045764,23595.9545968538,4.033381149756932
"((4, 2, 9), (1, 0, 0, 7))",30157.069676838888,23596.572844143368,4.033455422706512
"((5, 2, 5), (3, 0, 0, 7))",30157.207981202562,23597.3331957158,4.033546767310773
"((5, 2, 4), (0, 1, 0, 7))",30157.32042515775,23597.94906023027,4.033620754006392
"((3, 0, 7), (1, 1, 0, 7))",30157.35890862419,23598.159364442774,4.033646018838824
"((1, 1, 11), (2, 0, 0, 7))",30157.36594235495,23598.1977763925,4.033650633446688
"((1, 0, 2), (1, 0, 0, 7))",30157.394695086048,23598.354714923298,4.033669487209223
"((1, 2, 1), (0, 0, 2, 7))",30157.485586701452,23598.849944875794,4.033728981508531
"((6, 0, 10), (5, 0, 0, 7))",30157.526301992504,23599.071355740758,4.033755580635267
"((6, 2, 4), (4, 0, 0, 7))",30157.526829513725,23599.074222678366,4.033755925053942
"((2, 1, 5), (0, 0, 1, 7))",30157.631675055753,23599.64315194968,4.03382427319844
